"page","line","text"
513,18,"Washington, D.C."
513,21,"The interview inthe above matter was held in Room 4480, O'Neill House Office"
513,22,"Building, commencing at 10:01 a.m."
513,23,"Present: Representatives Schiff, Lofgren, Raskin, Aguilar, Cheney, and Kinzinger."
513,?,"SUBJECT TO PROTECTIVE ORDER SCO-00825967"
514,2,"[2:08 p.m.]"
514,3,"HER was on the Neil Cavuto show, and we were talking about"
514,4,"the election. And I think -- I shared some data points with FOX News, Neil Cavuto, and I"
514,5,"said that there was 20,000 Georgians, Republicans, that voted in the June primary that"
514,6,"did not come out and vote in the November election, and I shared that about"
514,7,"19,000 -- Senator J got 19,000 more votes in the metropolitan area than"
514,8,"President Trump, and in the Republican congressional areas the Republican Congressmen"
514,9,"got about 33,000 more votes than President Trump."
514,10,"And I believe that President Trump was watching FOX News and he didn't care for"
514,11,"my comments on those three data points."
514,12,"oY a:"
514,13,"Q_ So what happened?"
514,14,"A So my deputy secretary called me, EN called, and said, ""The"
514,15,"President wants to talk to you."" And so, ""Me?"" He says, ""Yeah, EE called."
514,16,"The President wants to talk to you."" I don't want to do that. And just tell him, you"
514,17,"know, we're just not interested in doing that."
514,18,"So she called him back and said --"
514,19,"Q Called who back?"
514,20,"a."
514,21,"Q_ Okay."
514,22,"A And I gather they hada conversation. And so she called me back and said,"
514,23,"""No, they really want to talk to you."" I said, ""I don't want to."" And so she said, ""Well,"
514,24,"they really want to talk to you."" I said, ""We have all these lawsuits going on. It's not"
514,25,"appropriate for me just to talk to the President by myself. We need to have, you know,"
514,?,"SUBJECT TO PROTECTIVE ORDER SCO-00826071"
515,1,"our general counsel on this call, I, and you need to be on that call as well."""
515,2,"And so that's how that got set up for, I believe it was 3 o'clock that afternoon."
515,3,"Q_ And were you told anything about what the President wanted to discuss"
515,4,"with you?"
515,5,"A No."
515,6,"Q_ So you may have said this earlier, but how did you find out that the"
515,7,"President was unhappy with what you said on the Neil Cavuto show?"
515,8,"A __ That was kind of the inference I got from my deputy, I guess."
515,9,"Q Who got it from iy?"
515,10,"A Right, that President Trump saw you on, you know, FOX News this morning,"
515,11,"so -- got it."
515,12,"Q_ Now, as! understand, the call with you and President Trump, with others on"
515,13,"as well, was January 2,2021. Does that sound correct to you?"
515,14,"A Sounds about right."
515,15,"Q__ Now, by then, the election results in Georgia had already been certified by"
515,16,"your office, correct?"
515,7,"A Right."
515,18,"Q_ And the electoral college had already cast their votes --"
515,19,"A Uh-huh."
515,20,"Q_ --correct? So what's your understanding of why he was calling?"
515,21,"A _ Didn't really know why. But! assumed it was to express displeasure, make"
515,22,"acase. But that's why I really had reluctance to have the call."
515,23,"Q_ Okay."
515,24,"And then in your book at pages 178 to 179, you wrote, ""The President was asking"
515,25,"me to do something that I knew was wrong, and I was not going to do it."""
515,?,"SUBJECT TO PROTECTIVE ORDER SCO-00826072"
553,4,"SELECT COMMITTEE TO INVESTIGATE THE"
553,5,"JANUARY 6TH ATTACK ON THE U.S. CAPITOL,"
553,6,"U.S. HOUSE OF REPRESENTATIVES,"
553,7,"WASHINGTON, D.C."
553,11,"s INTERVIEWOF:"
553,15,"Wednesday, June 8, 2022"
553,17,"Washington, D.C."
553,20,"The interview in the above matter was held via Webex, commencing at 1:02 p.m."
553,?,"SUBJECT TO PROTECTIVE ORDER SCO-00829361"
554,?,"Appearances:"
554,?,"For the SELECT COMMITTEE TO INVESTIGATE"
554,?,"THE JANUARY 6TH ATTACK ON THE U.S. CAPITOL:"
554,?,"ME. SENIOR INVESTIGATIVE COUNSEL"
554,?,"ME, INVESTIGATIVE COUNSEL"
554,?,"ME. PROFESSIONAL STAFF MEMBER"
554,?,"SUBJECT TO PROTECTIVE ORDER"
554,?,"SCO-00829362"
555,1,"Q__ Did you actively campaign for President Trump in 2020?"
555,2,"A I'm not sure the definition of actively campaign, but I attended some"
555,3,"meetings and rallies, not very many. But there was no mystery about me supporting"
555,4,"him for President."
555,5,"Q__ You did support his candidacy?"
555,6,"A Yes."
555,7,"Q_ After the election did you have any direct personal interactions with"
555,8,"President Trump?"
555,9,"A Yes."
555,10,"Q_ When was the first direct interaction you had with President Trump after the"
555,11,"2020 election?"
555,12,"A Now I've got to refer to my notes so I don't get dates mixed up."
555,13,"So the best of my recollection, the first time I was interacting with the President"
555,14,"after the election was November 18th."
555,15,"Q_ Was that a telephone call at approximately 6:07 p.m.?"
555,16,"A Yes."
555,17,"Q_ Tell me what, if you know -- well, did you call the President or did he call"
555,18,"you?"
555,19,"A _ Hecalled me."
555,20,"Q_ What was the purpose of that phone call?"
555,21,"A He invited me to join the speaker of the house and visit the Oval Office a"
555,22,"couple of days later."
555,23,"Q__ Prior to receiving the call from the President, had you been alerted to the"
555,24,"fact that he might be calling to invite you to the White House?"
555,25,"A Yes."
555,?,"SUBJECT TO PROTECTIVE ORDER SCO-00829368"
556,?,"Q_ How did you learn of that?"
556,?,"A __ The speaker of the house told me that I might be getting a call from the"
556,?,"President of the United States and advised me that my display on my phone would say,"
556,?,"""Spam risk Egypt."" That was my notification for the fact that that might be him."
556,?,"Q__ Was the speaker of the house at the time [EE ?"
556,?,"A Correct."
556,?,"Q And J, did he tell you that he had already spoken to the"
556,?,"President about coming to the White House?"
556,?,"A __ IIbelieve so."
556,?,"Q_ What do you remember specifically J telling you about the call"
556,?,"that he had with President Trump?"
556,?,"A __ Alll remember is, because it was a little surprising getting a notice from the"
556,?,"speaker that he would be calling, and then even more surprising to be on the alert for"
556,?,"""Spam risk Egypt,"" and then he just advised me that he would be asking for whether or"
556,?,"not I would be interested in coming to Washington, D.C., very quickly afterwards."
556,?,"And that was the extent of what I remember about that interaction, because I was"
556,?,"already thinking about the logistics, because it was inferred that it was going to be pretty"
556,?,"quick."
556,?,"Q Did (J tell you what the purpose of the meeting at the White"
556,?,"House was or was going to be?"
556,?,"A No, no."
556,?,"Q__ Soyou said you received a call on the evening of November 18th. Did your"
556,?,"phone indicate that it was a call coming in from Egypt?"
556,?,"A It did."
556,?,"Q_ And was President Trump on the line?"
556,?,"SUBJECT TO PROTECTIVE ORDER SCO-00829369"
557,1,"A You know, there were more than one call -- there was more than one call,"
557,2,"and I do believe it may have been a call or two -- again, I'm just going by memory here"
557,3,"that's not good -- where it might have been a secretary announcing him. But it seems to"
557,4,"me that one was directly from him. But I could be mistaken on that."
557,5,"Q_ Now, the phone records reflect that the call lasted approximately 4 minutes."
557,6,"What do you remember about taking place on that call?"
557,7,"A I remember him introducing himself and inviting the speaker and I to"
557,8,"Washington, to the Oval Office. I also remember him saying, ""If you want to bring along"
557,9,"some of your buddies, some of your colleagues, that's fine also."""
557,10,"Q__ Did he tell you what the purpose of the meeting was?"
557,11,"A No, he didn't. He just -- he not say what the purpose of the meeting was."
557,12,"Q__ Did he ask you anything about the 2020 election in that phone call on the"
557,13,"18th?"
557,14,"A Yeah. He mentioned his concerns about the election and questioned"
557,15,"whether or not we were doing about it, and I mentioned to him that we were indeed"
557,16,"looking into some of the allegations that had been made."
557,17,"Q_ Sothis--I'msorry. linterrupted your answer. I apologize."
557,18,"A I said I responded. He asked that question, and I said, yes, we were looking"
557,19,"into some of the allegations that had been made."
557,20,"Q__ So the call was approximately 2 weeks after the election. Were you aware"
557,21,"at that time of allegations of election fraud being raised in Michigan?"
557,22,"A I was aware of a lot of allegations being made about election fraud across"
557,23,"the State and Nation."
557,24,"Q_ Had you taken any steps as majority leader to have any of those claims"
557,25,"investigated by anyone?"
557,?,"SUBJECT TO PROTECTIVE ORDER SCO-00829370"
558,1,"A We assigned a senate oversight committee the job to begin to outline how"
558,2,"they would investigate some of the allegations in Michigan that seemed to be deserving"
558,3,"of such."
558,4,"Q_ At the time was Senator EE the chair of the oversight committee?"
558,5,"A Yes."
558,6,"Q__ And did you authorize, if that's the right term, Senator [J to proceed"
558,7,"with that oversight committee investigation?"
558,8,"A Yes."
558,9,"Q_ And did he do that?"
558,10,"A He did."
558,11,"Q__ Inthe call with the President, did any of the details of the oversight"
558,12,"committee's investigation come up?"
558,13,"A No."
558,14,"Q_ Anything else you remember about your discussion with the President"
558,15,"regarding election fraud claims in that first phone call on the 18th?"
558,16,"A It was a very brief call. And other than him asking the question of whether"
